Message ID,Date,Text,URL
232762,2025-05-16 13:29:56,"المتحدث باسم الدفاع المدني في قطاع غزة محمود بصل:

- الوضع في شمالي القطاع صعب للغاية، في ظل استمرار القصف الإسرائيلي العنيف، وتواجد عشرات الشهداء تحت الأنقاض وفي الطرقات

- الاحتلال يستهدف كل من يتحرك في مناطق شمالي القطاع، ونجد صعوبة في الوصول لتلك المناطق لإنقاذ المواطنين، بفعل القصف الإسرائيلي المتواصل

- استهدف الاحتلال الطريق الرئيس في منطقة السلاطين غربي بيت لاهيا لحظة دخول الطواقم لإنقاذ المواطنين، ما اضطرها بصعوبة شديدة للعودة من شوارع فرعية

- الاحتلال باغت المواطنين بشكل مباشر في المناطق الشمالية من قطاع غزة، وتحديدًا في المناطق الشرقية والغربية

- استهدف الاحتلال أكثر من 10 منازل مأهولة بالسكان بشكل مباشر في بيت لاهيا وجباليا، ما أدى لاستشهاد العشرات، وفقدان آخرين",https://t.me/muthanapress84/232762
232761,2025-05-16 12:56:05,"إيهاب محمد كامل القهوجي
 جوري إيهاب محمد القهوجي 
 براء إيهاب محمد القهوجي
 سهيله محمد سليمان القهوجي
 عطوة عبدالله عبدالمجيد العمور
محمد عبدالله عطوة العمور 
رفيق عبدالله عطوة العمور 
كنان عبدالله عطوة العمور",https://t.me/muthanapress84/232761
232760,2025-05-16 12:45:44,"ترمب ردا على سؤال بشأن قدرة نتنياهو على إخراج الرهائن: لا أعرف سنعرف ذلك قريبا وسيظهر الأمر لنا في أقرب فرصة

 ترمب: الرهائن ليسوا في وضع جيد وبعضهم في وضع جيد عن الآخر والأمر يعتمد على المكان الذي هم فيه

 ترمب: سنعمل مع الإسرائيليين من أجل إخراج الرهائن",https://t.me/muthanapress84/232760
232759,2025-05-16 12:45:20,تايمز أوف إسرائيل عن ترمب: لا أعرف إن كان نتنياهو قادرا على التوقيع على صفقة رهائن وسنكتشف ذلك قريبا جدا,https://t.me/muthanapress84/232759
232758,2025-05-16 12:14:00,متابعة ميدانية: 7 شهداء وصلوا الى مستشفى ناصر الطبي بخانيونس جراء حادثين منفصلين جراء قصف منزل لعائلة القهوجي ببني سهيلا واستهداف سيارة بالفخاري,https://t.me/muthanapress84/232758
232757,2025-05-16 12:03:15,وصول شهيدان الى ثلاجة الشهداء بناصر جراء استهداف السيارة بالفخاري,https://t.me/muthanapress84/232757
232756,2025-05-16 12:00:32,ارتفاع العدد إلى 7  شهداء,https://t.me/muthanapress84/232756
232755,2025-05-16 12:00:08,استهداف سيارة قرب مدرسة الفخاري,https://t.me/muthanapress84/232755
232754,2025-05-16 11:58:17,مراسل صحيفة الحدث: وصول 5 شهداء إلى مستشفى ناصر الطبي بخانيونس جراء قصف منزل عائلة القهوجي في بني سهيلا,https://t.me/muthanapress84/232754
232753,2025-05-16 11:56:31,,https://t.me/muthanapress84/232753
232752,2025-05-16 11:53:27,مراسل صحيفة الحدث بغزة: القصف استهدف منزل كامل القهوجي في بلدة بني سهيلا وقد تعرضت من قبل للقصف,https://t.me/muthanapress84/232752
232751,2025-05-16 11:51:21,شهداء ومصابون في قصف منزل لعائلة القهوجي في بلدة بني سهيلا شرق خان يونس,https://t.me/muthanapress84/232751
232750,2025-05-16 11:48:27,"وزارة الصحة بغزة: ارتفاع عدد ضحايا العدوان الإسرائيلي إلى 53,119 شهيدا و120,214 مصابا منذ 7 أكتوبر 2023",https://t.me/muthanapress84/232750
232749,2025-05-16 11:48:13,وزارة الصحة بغزة: المستشفيات استقبلت 109 شهداء و216 مصابا خلال 24 ساعة,https://t.me/muthanapress84/232749
232748,2025-05-16 11:48:01,وزارة الصحة بغزة: 93 شهيدا وأكثر من 200 مصاب في مجازر الاحتلال الإسرائيلي في القطاع منذ فجر اليوم,https://t.me/muthanapress84/232748
232747,2025-05-16 11:47:47,ماكرون: يجب أن تكون لنا استجابة إنسانية وسياسية بشأن غزة كي لا نكيل بمكيالين مقارنة مع موقفنا بشأن أوكرانيا,https://t.me/muthanapress84/232747
232746,2025-05-16 11:47:28,الرئيس الفرنسي: يجب أن يكون لنا رد تجاه الوضع غير المقبول في قطاع غزة,https://t.me/muthanapress84/232746
232745,2025-05-16 11:12:28,"حماس: العدو يستخدم سياسة الأرض المحروقة بغزة في محاولة يائسة لفرض معادلات الاستسلام على شعبنا الصامد

حماس: مجازر الاحتلال المتصاعدة بحق المدنيين تجسد إصرار حكومة نتنياهو على المضي بتنفيذ جريمة الإبادة الجماعية

حماس: شعبنا يواجه إبادة جماعية أمام العالم في ظل غياب تام لأي تحرك دولي فعال

 حماس: صمت العالم على الإبادة الجماعية التي يواجهها شعبنا يعكس فشلا سياسيا وأخلاقيا وإنسانيا غير مسبوق

 حماس: نطالب الدول العربية والإسلامية بالضغط لوقف المجازر وفرض إدخال المساعدات الإنسانية إلى قطاع غزة",https://t.me/muthanapress84/232745
232744,2025-05-16 10:33:26,"ترمب: أمور جيدة كثيرة ستحدث بشأن غزة خلال الشهر المقبل

علينا مساعدة الفلسطينيين وكثيرون يتضورون جوعا في غزة",https://t.me/muthanapress84/232744
232743,2025-05-16 10:25:27,"شهداء جراء الغارات الجوية الإسرائيلية الاخيرة في محافظة خانيونس: 
1_أحمد بشير كمال الاغا
2_عبدالله عدنان كمال الأغا 
3_محمد حافظ نايف الأغا 
4_وائل سلامة ابو خاطر 
5_محمد نضال محمد منصور 
6_محمد سليمان زعرب 
7_كريم عطية عبدالله العمور
8_احمد عطية عبدالله العمور
9_روزان عبد القادر عبد الرحمن حماد
10_محمد حاتم مصطفي عوض
11_هاني محمد عبد السلام اليازوري
12_عبد الله سامي خليل اليازوري
13_مصعب ابراهيم خليل بركة
14_هاني اسماعيل خميس النجار
15_يحيى عوني يحيى العبادلة 
16_علي إياد محمد مصبح 
17_محمود بشير عبد أبو أمونة 
18_كامل محمد كامل فياض 
مع العلم هناك مفقودين وشهداء تحت أنقاض منازلهم يصعب الوصول إليها جراء قصف إسرائيلي مستمر فضلا عن تطورات الأوضاع الميدانية .",https://t.me/muthanapress84/232743
232742,2025-05-16 10:19:27,"مراسل صحيفة الحدث بغزة: 
بسبب الخوف والقصف الذي يضرب مناطق واسعة من احياء بلدة القرارة شمال محافظة خانيونس،  تعجز الطواقم الطبية من الوصول لانتشال أعداد من المفقودين في منازل سكنية تعرضت للقصف ومنها عائلة شراب ، عائلة الأغا ، عائلة اليازوري.

إلى جانب المناطق المحيطة بالمستشفى الاوربي من جهة الغرب والشرق والتي تعيش نفس ملامح الخطر حيث تتوالى المناشدات من أقارب عائلة الافغاني في منطقة الضابطة الجمركية جنوب خانيونس حيث تعرض المنزل للقصف قبل أيام وتعجز الطواقم من الوصول بسبب تعرضها أيضا للقصف في ظل حديث يدور عن مصابين ينزفون منذ أيام .",https://t.me/muthanapress84/232742
232741,2025-05-16 10:13:27,الشهيد هو محمود بشير أبو أمونة,https://t.me/muthanapress84/232741
232740,2025-05-16 10:08:52,الدفاع المدني: طواقمنا تتمكن من إنتشال شهيد من منزل أل أبو أمونة المستهدف سابقا شرق الاوروبي شرق محافظة خانيونس,https://t.me/muthanapress84/232740
232739,2025-05-16 09:43:03,اطلاق نار من المروحي في عبسان الكبيرة شرق خانيونس,https://t.me/muthanapress84/232739
232738,2025-05-16 09:38:10,مراسل صحيفة الحدث بغزة: استشهاد علي إياد محمد مصبح وإصابة عدد اخر جراء الغارة الاخيرة,https://t.me/muthanapress84/232738
232737,2025-05-16 09:35:25,وصول عدد من الإصابات لمستشفى ناصر الطبي جراء غارة استهدفت مواطنين في عبسان الكبيرة شرق خانيونس,https://t.me/muthanapress84/232737
232736,2025-05-16 09:01:23,"سرايا القدس: مشاهد من سيطرة مجاهدينا على طائرة صهيونية من نوع ""Evo Max"" مزودة بقنبلة قبل تنفيذها إحدى المهام الهجومية في سماء مدينة خانيونس.",https://t.me/muthanapress84/232736
232735,2025-05-16 08:53:27,هآرتس عن غيورا عنبر العميد بالاحتياط في جيش الاحتلال الإسرائيلي: ما نفعله بغزة جنون وكل عملية تعرض المخطوفين للخطر,https://t.me/muthanapress84/232735
232734,2025-05-16 08:33:31,تحديث: 72 شهيدا في غارات إسرائيلية على قطاع غزة منذ فجر اليوم,https://t.me/muthanapress84/232734
232733,2025-05-16 08:29:05,محدث : منظمة الصحة في قطاع غزة: 250 شهيدا في يومين.,https://t.me/muthanapress84/232733
232732,2025-05-16 08:27:55,"معاريف نقلا عن قائد لواء القدس في جيش الاحتلال الإسرائيلي: القتال في حي الشجاعية كان ضاريا ودفعنا ثمنا باهظا هناك

معاريف نقلا عن قائد لواء القدس في جيش الاحتلال الإسرائيلي: رصدنا تغيرا بطريقة قتال حماس وامتلاك عناصرها كميات سلاح كبيرة

 معاريف نقلا عن قائد لواء القدس في جيش الاحتلال الإسرائيلي: مقاتلو حماس يتعاملون بدهاء ويستدرجون جنودنا ما يتطلب جهدا أكبر",https://t.me/muthanapress84/232732
232731,2025-05-16 07:58:10,"المدير العام لوزارة الصحة في غزة: القطاع يشهد أبشع مجازر التطهير العرقي ما أسفر عن 250 شهيدا خلال 36 ساعة

- أكثر من 150 مصابا وصلوا إلى مستشفى العودة والمستشفى الإندونيسي

- هناك استهداف ممنهج من الاحتلال للمستشفيات

- الاحتلال يستخدم أسلحة حديثة ومحرمة دوليا في استهداف المنشآت المدنية

- لا بد من تحقيق دولي في نوعية الأسلحة المحرمة التي يستخدمها الاحتلال

- زيادة عدد حالات الأجنة المشوهين كأثر للأسلحة التي يستخدمها الاحتلال

- نواجه نقصا حادا في المستلزمات والكوادر الطبية وتوفير العناية المركزة

 - انعدام الأمن المائي والصرف الصحي يشكل عبئا على الوزارة",https://t.me/muthanapress84/232731
232730,2025-05-16 07:55:52,متابعه: 63 شهيدا في غارات إسرائيلية على قطاع غزة منذ فجر اليوم 55 منهم شمالي القطاع,https://t.me/muthanapress84/232730
232729,2025-05-16 04:08:44,"ملخص لاحداث الساعات الاخيرة في محافظة خانيونس: 
 مصابون في قصف إسرائيلي على خيمة تؤوي نازحين في منطقة المواصي غربي مدينة خان يونس جنوبي قطاع غزة.

استشهاد محمد نضال محمد منصور وإصابة إثنين آخرين في قصف خيمة تؤوي نازحين غربي خان يونس جنوبي قطاع غزة.

غارة جوية إسرائيلية على منزل لعائلة اليازوري في بلدة القرارة شمالي مدينة خان يونس جنوبي قطاع غزة وهناك مفقودين .

 غارات جوية إسرائيلية على بلدة خزاعة شرقي خان يونس جنوبي قطاع غزة.

 غارات جوية إسرائيلية على بلدة القرارة شمال شرقي مدينة خان يونس جنوبي قطاع غزة.

 قصف مدفعي وإطلاق نار مكثف من الآليات الإسرائيلية على بلدة القرارة شمال شرقي خان يونس جنوبي قطاع غزة.",https://t.me/muthanapress84/232729
232728,2025-05-16 04:02:20,100 شهيد ومفقود بعد قصف منازل المواطنين في بيت لاهيا ومخيم جباليا 25شهيد وصلوا المستشفى لكن قرابة 80 تحت الأنقاض,https://t.me/muthanapress84/232728
232727,2025-05-15 23:33:14,6 شهداء ومصابون في غارة إسرائيلية استهدفت منزل في شارع العجارمة بمخيم جباليا شمال قطاع غزة,https://t.me/muthanapress84/232727
232726,2025-05-15 20:54:59,غارات جوية في القرارة وغزة وشمال القطاع,https://t.me/muthanapress84/232726
232725,2025-05-15 20:54:22,استشهاد وائل سلامة ابو خاطر متأثرا بجراحه التي اصيب بها فجر اليوم في منطقة معن شرق مدينة خان يونس,https://t.me/muthanapress84/232725
232724,2025-05-15 20:36:29,غارات جوية وقصف مدفعي يستهدف بلدة القرارة شمال مدينة خانيونس جنوب قطاع غزة وكذلك غارة في شمال عبسان الكبيرة شرقي مدينة خانيونس,https://t.me/muthanapress84/232724
232723,2025-05-15 20:06:57,"بيان القوات المسلحة اليمنية بشأن استهداف مطار ""بن غوريون"" بصاروخٍ باليستيٍّ فرطِ صوتيّ، والعمل على تعزيزِ وتوسيعِ الفعل العسكريِّ بهدفِ وقفِ العدوانِ ورفعِ الحصارِ عن غزة",https://t.me/muthanapress84/232723
232722,2025-05-15 20:03:46,اليمن: القوات المسلحة: عملياتنا بفرض حظر الملاحة الجوية على مطار اللد وكذلك حظر الملاحة البحرية ستستمر حتى تحقيق الهدف المعلن,https://t.me/muthanapress84/232722
232721,2025-05-15 20:03:36,اليمن: القوات المسلحة: نعمل على تعزيز وتوسيع الفعل العسكري بهدف وقف العدوان ورفع الحصار,https://t.me/muthanapress84/232721
232720,2025-05-15 20:02:54,"اليمن: القوات المسلحة: نفذنا عملية عسكرية نوعية استهدفت مطار اللد المسمى إسرائيلياً مطار ""بن غوريون"" في منطقة يافا المحتلة

- العملية نفذت بصاروخ باليستي فرط صوتي حقق هدفه بنجاح

- العملية تسببت في هروب ملايين الصهاينة المحتلين إلى الملاجئ وتوقف حركة المطار لقرابة الساعة",https://t.me/muthanapress84/232720
232719,2025-05-15 20:02:05,مسيرات إسرائيلية تطلق قنابل صوت على محيط حي الشيخ رضوان شمال غرب مدينة غزة.,https://t.me/muthanapress84/232719
232718,2025-05-15 19:56:30,"حماس: الاحتلال يرتكب مجازر جماعية بغزة في مشاهد مروعة من القتل الجماعي تعكس وحشية هذا الكيان وفاشيته

حماس: أكثر من 120 شهيدا في أقل من يوم وعائلات فلسطينية أبيدت ومسحت بالكامل من السجل المدني في غزة

 حماس: نتنياهو يستخدم التجويع كسلاح إبادة ضد شعبنا ويشكل ذلك جريمة حرب موصوفة تكشف فشل المجتمع الدولي

 حماس: نطالب بتحرك دولي عاجل لفرض عقوبات وملاحقة قادة الاحتلال كمجرمي حرب وبيانات التنديد لم تعد كافية

 حماس: ندعو لتكون أيام الجمعة والسبت والأحد أيام غضب  شعبي في كل العواصم لفضح جرائم الاحتلال والضغط لوقف الحرب",https://t.me/muthanapress84/232718
232717,2025-05-15 19:55:51,شهداء وجرحى جراء قصف منزل يعود لعائلة سويدان في شارع الجية ببلدة القرارة شمال شرقي خان يونس,https://t.me/muthanapress84/232717
232716,2025-05-15 19:55:34,قوات الاحتلال الإسرائيلي تنسف مباني سكنية شرقي مدينة غزة,https://t.me/muthanapress84/232716
232715,2025-05-15 18:39:28,"السفير الأمريكي في إسرائيل: خرجنا للتو من الملجأ بعد انطلاق صفارات إنذار سببها إطلاق صاروخ باليستي حوثي

 السفير الأمريكي بإسرائيل: كل صاروخ هو من صنع إيران التي تكره إسرائيل ولن تنسى أبدا أنها تكره الولايات المتحدة",https://t.me/muthanapress84/232715
232714,2025-05-15 18:39:00,ليبرمان: هذه الحكومة أحرقت الردع الإسرائيلي وهي غير قادرة على إعادة الأمن للمواطنين,https://t.me/muthanapress84/232714
232713,2025-05-15 18:38:38,وسائل إعلام إسرائيلية: ملايين الإسرائيليين دخلوا إلى الملاجئ بعد تفعيل صفارات الإنذار,https://t.me/muthanapress84/232713
232712,2025-05-15 18:38:27,الإسعاف الإسرائيلي: تلقينا بلاغات بحالات هلع وإصابات طفيفة جراء التدافع نحو الملاجئ.,https://t.me/muthanapress84/232712
232711,2025-05-15 18:21:46,الجبهة الداخلية الإسرائيلية: صفارات الإنذار تدوي في مناطق وسط إسرائيل وتل أبيب الكبرى والقدس,https://t.me/muthanapress84/232711
232710,2025-05-15 18:21:35,وسائل إعلام إسرائيلية: اعتراض صاروخ أطلق من اليمن,https://t.me/muthanapress84/232710
232709,2025-05-15 18:02:42,"المكتب الإعلامي الحكومي بغزة: إجبار الاحتلال المستشفيات على الإخلاء جريمة ممنهجة لاستكمال تدمير القطاع الصحي

 المكتب الإعلامي الحكومي بغزة: عدد المستشفيات التي استهدفت بالقصف أو التدمير أو الإخراج من الخدمة يرتفع إلى 38

 المكتب الإعلامي الحكومي بغزة: الاستهداف المنهجي للمرافق الصحية جريمة حرب وجريمة ضد الإنسانية

 المكتب الإعلامي الحكومي بغزة: نطالب المجتمع الدولي بتدخل عاجل لحماية ما بقي من المنظومة الصحية في غزة",https://t.me/muthanapress84/232709
232708,2025-05-15 18:02:04,"وكيل الأمين العام للأمم المتحدة للشؤون الإنسانية: أريد للرأي العام أن يتحرك لإدراك حجم ما يحدث في غزة

- أقول لمجلس الأمن علينا تجنب خطأ العجز عن منع الإبادة

- إسرائيل تعلم ما يحدث بغزة أكثر منا وتدرك حجم المجاعة",https://t.me/muthanapress84/232708
232707,2025-05-15 18:00:22,"نتنياهو: لدينا 20 مختطفا من المؤكد أنهم على قيد الحياة ونعمل لإعادتهم جميعا وكذلك القتلى

نتنياهو: تحدثت اليوم وأمس مع المبعوث الأمريكي ستيف ويتكوف وكذلك مع وزير الخارجية ماركو روبيو",https://t.me/muthanapress84/232707
232706,2025-05-15 17:40:32,هيئة البث الإسرائيلية: إسرائيل تدرس تقليص خططها لتوسيع القتال في غزة من أجل منح فرصة إضافية للمفاوضات,https://t.me/muthanapress84/232706
232705,2025-05-15 17:33:11,"القيادي في حماس باسم نعيم: ترامب يكرر الحديث عن رؤيته لخفض التصعيد حول العالم والعمل على ""خلق عالم أكثر أمناً وسلاماً""

- هذه الرؤية الإيجابية لا يمكن أن تحقق الهدف المنشود طالما استمرت الحرب والإبادة الجماعية في غزة

- الفلسطينيون يستحقون كغيرهم حول العالم أن تكون لهم دولة حرة مستقلة ويؤمنوا حياة كريمة لهم ولأطفالهم

-حركة حماس أكدت أنها جاهزة للتعاون مع الجميع بما فيه الإدارة الأميركية لتحقيق هدف وقف الحرب وإطلاق مسار سياسي للصراع",https://t.me/muthanapress84/232705
232704,2025-05-15 17:32:20,"طائرات مسيرة إسرائيلية ""كواد كوبتر"" تطلق النار قرب ساحة الشوا بحي التفاح شرقي مدينة غزة",https://t.me/muthanapress84/232704
232703,2025-05-15 17:32:08,وزير الخارجية الأمريكي: تحدثت إلى نتنياهو اليوم الخميس وأمريكا منزعجة من الوضع الإنساني في غزة,https://t.me/muthanapress84/232703
232702,2025-05-15 17:06:21,"روعي شارون - كان العبرية:
الجيش الإسرائيلي لم يجد الرصاصات الفارغة ( سوى واحدة وقعت بين الصخور) في مكان عملية بروقين، وهذا تكرر في أربع عمليات خلال الأشهر الأخيرة وهو ما يفيد أن منفذ العمليات هو نفس الشخص.",https://t.me/muthanapress84/232702
232701,2025-05-15 17:06:03,سرايا القدس: ننعى الشهيد المقاتل وديع إياد بني عودة، والشهداء القادة ساهر جاد الله بشارات، إبراهيم رافع بني عودة، رضا فرهود بني عودة، وإسلام عزمي بني عودة، من سرية طمون في كتيبة طوباس، الذين ارتقوا بعد خوضهم إشتباك مسلح لعدة ساعات مع قوات العدو التي حاصرتهم بمنزل في بلدة طمون شمال الضفة الغربية المحتلة.,https://t.me/muthanapress84/232701
232700,2025-05-15 16:46:27,طواقم الإسعاف في مستشفى الكويت التخصصي الميداني (شفاء فلسطين) تنتشل شهيد وعدد من المصابين  جرّاء استهداف الطائرات الإسرائيلية لمجموعة من المواطنين في مخيم طبريا بمواصي خانيونس  .,https://t.me/muthanapress84/232700
232699,2025-05-15 16:37:01,غارة جوية إسرائيلية قرب طبريا غربي مدينة خانيونس,https://t.me/muthanapress84/232699
232698,2025-05-15 16:28:05,هيئة البث الإسرائيلية: بدء المشاورات الأمنية برئاسة نتنياهو لبحث تطورات المفاوضات بشأن صفقة التبادل,https://t.me/muthanapress84/232698
232697,2025-05-15 16:27:53,هيئة البث الإسرائيلية: في نهاية الاجتماع سيتخذ قرار بشأن بقاء وفد التفاوض في #الدوحة رغم عدم إحراز تقدم,https://t.me/muthanapress84/232697
232696,2025-05-15 15:58:12,وصول 3 اصابات خطيرة جراء استهداف لمجموعة من عائلة ابو لحية في بلدة القرارة شمال خانيونس,https://t.me/muthanapress84/232696
232695,2025-05-15 15:45:17,استشهاد الحاج عبد الحي حمدان شراب وزوجته الحاجة ملك سالم سعيد شبير جراء قصف في بلدة القرارة شمال خانيونس,https://t.me/muthanapress84/232695
232694,2025-05-15 15:43:37,مجزرة جديدة بحق عائلة شراب في بلدة القرارة لازالت بعض الجثامين تحت الأنقاض وذلك في منزل الحاج عبد الحي حمدان شراب,https://t.me/muthanapress84/232694
232693,2025-05-15 15:35:39,غارتان من الطيران داخل بلدة خزاعة شرقي مدينة خانيونس,https://t.me/muthanapress84/232693
232692,2025-05-15 15:29:55,"مراسل صحيفة الحدث بغزة: أكثر من 70 شهيد خلال 24 ساعة جراء سلسلة من الغارات الجوية الإسرائيلية المجنونة على مايزيد عن 15 منزلا في مناطق شرق وجنوب وشمال وغرب مدينة خانيونس وعدد من الخيام .

ارتكب الاحتلال خلال هذا اليوم حوالي 4 مجازر دموية بينها مجزرة بحق عائلة الصحفي حسن سمور وعائلة الزيناتي وعائلة ابو طعيمة .
بينما تواصل القصف المدفعي والجوي على مناطق القرارة والزنة وعبسان الجديدة وقاع القرين ومحيط قيزان النجار والفخاري وخزاعة .
ننوه بوجود أكثر من 3 شهداء على الأرض في احد الشوارع الرملية في منطقة الرضوان داخل بلدة خزاعة جراء استهدافات من طائرات استطلاع .",https://t.me/muthanapress84/232692
232691,2025-05-15 15:18:42,"قناة كان العبرية:

زعيم المعارضة الإسرائيلية يائير لابيد لعائلات الأسرى: ""خرجتُ قبل قليل من جلسة إحاطة أمنية مع رئيس الوزراء نتنياهو، وما يمكنني قوله هو أنه من الممكن التوصل إلى صفقة تبادل أسرى. نحن على بُعد قرار واحد من الكابينت لإتمام الصفقة"".",https://t.me/muthanapress84/232691
232690,2025-05-15 13:46:51,منظمة الصحة العالمية: مخزوناتنا من الإمدادات الطبية في غزة تكاد تنفد ما يهدد بتوقف خدمات صحية أساسية عديدة,https://t.me/muthanapress84/232690
232689,2025-05-15 13:46:39,"منظمة الصحة العالمية: الوقت ينفد لإنقاذ الأرواح في قطاع غزة

منظمة الصحة العالمية: النظام الصحي في قطاع غزة يعاني بشدة ويواجه نقصا حادا في الأدوية والمستلزمات والمعدات",https://t.me/muthanapress84/232689
232688,2025-05-15 13:45:33,"برنامج الأغذية العالمي: العائلات في غزة تتضور جوعا وما تحتاجه من غذاء عالق على الحدود

برنامج الأغذية العالمي: أحدث بيانات الأمن الغذائي تظهر أننا في سباق مع الزمن لتجنب المجاعة في قطاع غزة

برنامج الأغذية العالمي: إذا انتظرنا حتى يتم تأكيد حدوث مجاعة في غزة فسيكون قد فات الآوان بالنسبة للكثيرين

برنامج الأغذية العالمي: نحث المجتمع الدولي على العمل بشكل عاجل لتوفير المساعدات مرة أخرى لغزة",https://t.me/muthanapress84/232688
